phi,gamma,method,seed,final_l2_f,final_l2_fp,int_l2_f,final_ess,repl_fraction,score_std
0.75,1.0,fr_estimated,16,0.019143290481066902,0.0682878851356354,2.294215036666473,349.0,0.000543701171875,0.1519764505538385
0.75,1.0,fr_estimated,17,0.02364626845138699,0.07992724686901347,2.198945560959638,373.0,0.00055859375,0.156863260666572
0.75,1.0,fr_estimated,18,0.027942691741657904,0.08068193600470423,2.5195864728381707,349.0,0.0005361328125,0.15327232911010916
0.75,1.0,fr_estimated,19,0.028184311539787076,0.07845478814828831,2.3587237616190344,359.0,0.000563232421875,0.15666358745756703
0.75,1.0,fr_estimated,2,0.01971018916051306,0.07327048598253433,2.1161291139419007,364.0,0.000551025390625,0.15986164589839158
0.75,1.0,fr_estimated,3,0.023778778358515856,0.07835963102117728,2.4255276226522984,369.0,0.000544189453125,0.15075175755301373
0.75,1.0,fr_estimated,4,0.025335080593731966,0.08165806267631541,2.343082509014484,369.0,0.000577392578125,0.156358028036562
0.75,1.0,fr_estimated,5,0.023804200127105626,0.08308227777314012,2.1124165582129724,363.0,0.0005615234375,0.15594592042711275
0.75,1.0,fr_estimated,6,0.02429370319813494,0.07852817517378945,2.4260821331992215,379.0,0.000572265625,0.15483000957563148
0.75,1.0,fr_estimated,7,0.032688770186315316,0.08650087801373829,2.7546568539660345,368.0,0.0005625,0.16026242144007277
0.75,1.0,fr_estimated,8,0.03332054202443317,0.0885252911130719,2.820566306494943,376.0,0.0005400390625,0.15494928528696691
0.75,1.0,fr_estimated,9,0.033808053094984754,0.08912707117636896,2.999949895679642,377.0,0.00056298828125,0.15785611694879764
0.75,30.0,fr_estimated,0,0.02899552168945622,0.09125555704452608,2.048621870388563,86.0,0.009785888671875,0.09228965338032341
0.75,30.0,fr_estimated,1,0.019723842376212667,0.08389468896546645,1.4188790468018917,95.0,0.00990087890625,0.09208919696347519
0.75,30.0,fr_estimated,10,0.032080306015672695,0.09718797741993607,2.2891835853259446,83.0,0.01003515625,0.0929471054622013
0.75,30.0,fr_estimated,11,0.029448638529565085,0.09085647756022651,1.9732424633083538,77.0,0.009943115234375,0.09234613235490925
0.75,30.0,fr_estimated,12,0.027553828012795763,0.0938958230993241,1.9286753434648185,78.0,0.009826904296875,0.09239568969259622
0.75,30.0,fr_estimated,13,0.028064187473357826,0.09240719265454052,1.8376171135406993,81.0,0.00987255859375,0.09296316800443698
0.75,30.0,fr_estimated,14,0.02775344656436589,0.09300534430105853,2.068149605756881,90.0,0.009790771484375,0.09215548984342024
0.75,30.0,fr_estimated,15,0.02980311189996807,0.09717974843575411,2.08135314786455,75.0,0.009908203125,0.09322063323693575
0.75,30.0,fr_estimated,16,0.02816066802171744,0.09054239893032916,2.0177675714812526,86.0,0.009892578125,0.09236198965409952
0.75,30.0,fr_estimated,17,0.023189682491470708,0.08674596308986164,1.7188102833260501,71.0,0.009946044921875,0.09266577287649706
0.75,30.0,fr_estimated,18,0.024044416516910885,0.0929285324599795,1.608412649030269,84.0,0.00991796875,0.09314294485331794
0.75,30.0,fr_estimated,19,0.034026519128995715,0.1038657816476781,2.2679743936805634,77.0,0.009880126953125,0.09260220408870347
0.75,30.0,fr_estimated,2,0.02232452509211911,0.08457810471742024,1.5703840852230988,88.0,0.009792724609375,0.09228020801111449
0.75,30.0,fr_estimated,3,0.030084981605441524,0.10641766480580542,1.819768851599302,83.0,0.00986328125,0.09223368359157923
0.75,30.0,fr_estimated,4,0.02751704520139844,0.09035699939327656,1.7217373746108076,80.0,0.009943115234375,0.09261401118935662
0.75,30.0,fr_estimated,5,0.02814806381278583,0.08947364469204144,1.8590151298083608,76.0,0.009947265625,0.09370242737026467
0.75,30.0,fr_estimated,6,0.030040465799995364,0.10197208785813211,2.116308872274852,84.0,0.009981201171875,0.09375885481518513
0.75,30.0,fr_estimated,7,0.03170568801611978,0.09026245006096088,2.324518046055995,78.0,0.009941650390625,0.09324051955440728
0.75,30.0,fr_estimated,8,0.02608764032226525,0.08901285877806325,1.7641276284207197,63.0,0.00982470703125,0.09219345741496882
0.75,30.0,fr_estimated,9,0.02474288213668442,0.09835680651463206,1.5941728203696193,88.0,0.009818359375,0.09193807869536588
0.75,50.0,fr_estimated,0,0.03180375779735384,0.09547874713461717,2.3505230649848063,45.0,0.0149814453125,0.08487967249020033
0.75,50.0,fr_estimated,1,0.020752637087546634,0.08423378713454786,1.6728947600948714,56.0,0.015033935546875,0.08536079411891014
0.75,50.0,fr_estimated,10,0.022957137733744144,0.08850836657797236,1.8329484890455467,52.0,0.015147216796875,0.08496202908434494
0.75,50.0,fr_estimated,11,0.029889433052587858,0.09204327055540637,1.9355365140704237,59.0,0.014935791015625,0.08483749383970186
0.75,50.0,fr_estimated,12,0.03403384444585124,0.09991939020369378,2.446579633617996,53.0,0.015132080078125,0.08521644380780409
0.75,50.0,fr_estimated,13,0.024319566826679212,0.08862283334629824,1.639161937961685,61.0,0.01504736328125,0.08520329509501179
0.75,50.0,fr_estimated,14,0.03205622549687003,0.10025476508094465,2.0036751128287342,69.0,0.014908935546875,0.08350631440813791
0.75,50.0,fr_estimated,15,0.021962270346028424,0.08824018237397907,1.454372250357754,59.0,0.014908203125,0.08414147561585977
0.75,50.0,fr_estimated,16,0.02612869620348245,0.09833374324824944,1.9147738599755206,59.0,0.0151162109375,0.08559330227665368
0.75,50.0,fr_estimated,17,0.029371925057800168,0.10238440868010056,1.779926063020823,55.0,0.015011474609375,0.0854847071268445
0.75,50.0,fr_estimated,18,0.020500614856047338,0.08585934218856613,1.4323164912482924,62.0,0.0150302734375,0.08494790708653252
0.75,50.0,fr_estimated,19,0.028988545190657113,0.10014129755333588,1.7412897024727614,54.0,0.01494482421875,0.08465882791633521
0.75,50.0,fr_estimated,2,0.02145920472078092,0.08668905542979413,1.6794873652958835,61.0,0.014867919921875,0.08388094778526324
0.75,50.0,fr_estimated,3,0.032719235467933816,0.10806654380461181,1.9945046372889168,59.0,0.01508154296875,0.08511396020742254
0.75,50.0,fr_estimated,4,0.036118201227477574,0.09821261975791513,2.2693436919290506,54.0,0.01496923828125,0.08504702540053413
0.75,50.0,fr_estimated,5,0.030202237380025553,0.10082183468165351,1.8593113427722705,65.0,0.014814208984375,0.08475704442139277
0.75,50.0,fr_estimated,6,0.023263486680686847,0.09316453741389391,1.3336924375316357,52.0,0.015036376953125,0.0849406127206347
0.75,50.0,fr_estimated,7,0.02871390960495663,0.09538024234202286,2.10927413138319,58.0,0.015063232421875,0.08471326429662913
0.75,50.0,fr_estimated,8,0.027452028129811124,0.08957278015105458,1.9705721834306953,59.0,0.014998046875,0.08479103469622913
0.75,50.0,fr_estimated,9,0.030382723391192665,0.10552422775318815,1.7308425977270865,55.0,0.014937255859375,0.08486732666822479
0.75,5.0,fr_estimated,0,0.028974273258826587,0.09139807202979074,2.354916746423789,200.0,0.002269775390625,0.125463192431598
0.75,5.0,fr_estimated,1,0.030573258890362966,0.08412985191643904,2.626263909063251,189.0,0.002210693359375,0.12459401025750182
0.75,5.0,fr_estimated,10,0.027417957037069184,0.08946523307328591,2.0061824194442446,210.0,0.00227099609375,0.12440898793579781
0.75,5.0,fr_estimated,11,0.02953827151436773,0.08277922340636557,2.5278444806590605,214.0,0.00224462890625,0.12431556136513804
0.75,5.0,fr_estimated,12,0.02775324984867515,0.08986210114225983,2.018704826177812,209.0,0.002237548828125,0.12351334535722738
0.75,5.0,fr_estimated,13,0.02887115602785209,0.08422953409307553,2.314853268585596,227.0,0.002234130859375,0.1231141630489287
0.75,5.0,fr_estimated,14,0.03012228845378893,0.09228056630580068,2.3705148016258404,183.0,0.00223681640625,0.12425840486530562
0.75,5.0,fr_estimated,15,0.023628373352456322,0.08404509890696506,1.847477880075179,210.0,0.00227783203125,0.12500979036340093
0.75,5.0,fr_estimated,16,0.022949376479860506,0.08195483533886093,1.8934484366878892,214.0,0.00220361328125,0.12101961219306598
0.75,5.0,fr_estimated,17,0.02236185546952815,0.08415757126583467,2.0171128732892774,213.0,0.002175537109375,0.12316760244053962
0.75,5.0,fr_estimated,18,0.02777394188106312,0.08232423966528353,2.290026457929827,194.0,0.00225439453125,0.12313463692324739
0.75,5.0,fr_estimated,19,0.028007524487675167,0.07897904537653311,2.4556404627158575,206.0,0.0022041015625,0.12288043884123957
0.75,5.0,fr_estimated,2,0.03135686635746709,0.08197167147008615,2.721683916910216,207.0,0.002240234375,0.12393617371407539
0.75,5.0,fr_estimated,3,0.01715861132085607,0.0763123330345261,1.6636983950060236,213.0,0.002248046875,0.12330009044577092
0.75,5.0,fr_estimated,4,0.01968719204774886,0.07739316960519868,1.6274079302989775,226.0,0.002287841796875,0.12431464221811633
0.75,5.0,fr_estimated,5,0.025406192727045872,0.08469607964943024,1.99949827495388,200.0,0.002221923828125,0.12445492238039257
0.75,5.0,fr_estimated,6,0.026357741625942514,0.08266094560082968,2.122117645851316,198.0,0.00225634765625,0.12326917062113747
0.75,5.0,fr_estimated,7,0.030177200601120488,0.08883857781794853,2.39675518978207,202.0,0.002288330078125,0.12338234211106955
0.75,5.0,fr_estimated,8,0.028755632203664748,0.08307682729127207,1.962447996634977,200.0,0.002231689453125,0.12251361158936082
0.75,5.0,fr_estimated,9,0.024655937538922246,0.07662014300162426,2.080865741097079,186.0,0.002221923828125,0.12275367721112909
0.9,15.0,fr_estimated,0,0.02602920408969288,0.13793674750391788,2.12201708035585,133.0,0.0055498046875,0.10250433814501621
0.9,15.0,fr_estimated,1,0.027348107886960092,0.14090632122897798,2.035435286375316,112.0,0.0055595703125,0.10260288371332363
0.9,15.0,fr_estimated,10,0.03028512573581869,0.14402593605463523,2.1952992292720044,127.0,0.005548095703125,0.10243480360283745
0.9,15.0,fr_estimated,11,0.027839826517279547,0.14671028409812836,2.194049916827566,91.0,0.005639404296875,0.1033025610119886
0.9,15.0,fr_estimated,12,0.025152334111958163,0.14134064208804506,1.9057535241697037,112.0,0.005538818359375,0.10201775646826022
0.9,15.0,fr_estimated,13,0.030173610237731994,0.1434332653170553,2.5066728125031728,109.0,0.005603515625,0.10092970279185137
0.9,15.0,fr_estimated,14,0.02506824649460089,0.1437504292146996,1.9805655729056189,127.0,0.00553125,0.1020900815465624
0.9,15.0,fr_estimated,15,0.02067334186921478,0.14327591659589553,1.460470739998935,110.0,0.00557958984375,0.10266595095339222
0.9,15.0,fr_estimated,16,0.020875645834248675,0.14806682190826018,1.5220933853073664,109.0,0.00556591796875,0.10268637967010748
0.9,15.0,fr_estimated,17,0.029243301869580497,0.14497803701648854,2.2450845543748867,115.0,0.005574462890625,0.1027672448175543
0.9,15.0,fr_estimated,18,0.026546481037590396,0.14355888680397308,2.1227063898208107,123.0,0.00552685546875,0.1022001426142812
0.9,15.0,fr_estimated,19,0.022752706006541945,0.1419228265398208,1.8906515307537024,119.0,0.005644775390625,0.102364533837649
0.9,15.0,fr_estimated,2,0.02755576727844615,0.14328652397837546,2.1131398276316977,123.0,0.005610595703125,0.10258205598654888
0.9,15.0,fr_estimated,3,0.02500158742174144,0.14380026874472418,2.0217373040784103,106.0,0.00554248046875,0.10196521531559646
0.9,15.0,fr_estimated,4,0.02446727015235484,0.13625920526988722,1.9805472954652161,129.0,0.00554931640625,0.10224550904576046
0.9,15.0,fr_estimated,5,0.02511440136165388,0.1477621202660095,1.9659170352463802,121.0,0.0055546875,0.1024943967570947
0.9,15.0,fr_estimated,6,0.024954058258914856,0.146115869678879,1.6844774439305548,124.0,0.005595458984375,0.10337808468420819
0.9,15.0,fr_estimated,7,0.019390037837284765,0.13821089831723846,1.5372403692389915,111.0,0.0056181640625,0.10385457283466136
0.9,15.0,fr_estimated,8,0.028263105597235768,0.14369513532355757,2.121235245959076,107.0,0.005543212890625,0.10183894510417082
0.9,15.0,fr_estimated,9,0.02759642924735978,0.14631280825076748,2.1410775748552355,117.0,0.005537353515625,0.10149820749495748
0.9,1.0,fr_estimated,0,0.031018313258665622,0.14152872922211257,2.830241691361736,370.0,0.000557373046875,0.1531819092161146
0.9,1.0,fr_estimated,1,0.03187316692865197,0.13616249853189383,2.982263509356467,368.0,0.000568359375,0.15480190128233703
0.9,1.0,fr_estimated,10,0.03450601613492338,0.1411360192003915,2.8484323931692908,370.0,0.00056396484375,0.15157391138326384
0.9,1.0,fr_estimated,11,0.02764091411556038,0.13549043734593075,2.7702014515853284,372.0,0.000550537109375,0.15999941951525895
0.9,1.0,fr_estimated,12,0.02407705537930918,0.13485367734924353,2.369198829350112,372.0,0.000544189453125,0.1499544559661588
0.9,1.0,fr_estimated,13,0.02574311809664387,0.1383754960035241,2.1696635568579534,367.0,0.000552978515625,0.15544914235334983
0.9,1.0,fr_estimated,14,0.026757621816407482,0.1375282000017187,2.547208310434306,351.0,0.000536376953125,0.15273393460195683
0.9,1.0,fr_estimated,15,0.021595177250306165,0.13767491213227703,2.117850735104742,364.0,0.0005771484375,0.15511098830584547
0.9,1.0,fr_estimated,16,0.028441892880244114,0.13403293405653308,2.5247276839107,341.0,0.000558837890625,0.1527600763865027
0.9,1.0,fr_estimated,17,0.02999570610061182,0.13909771796516907,2.5945100279846303,361.0,0.000536865234375,0.14899848120791037
0.9,1.0,fr_estimated,18,0.03088551709420725,0.13756157393475055,2.681177186333871,372.0,0.000558349609375,0.15486400641286807
0.9,1.0,fr_estimated,19,0.031683475142512844,0.1373830351144746,2.5547941323719954,374.0,0.000561767578125,0.15553767476299937
0.9,1.0,fr_estimated,2,0.0331284795785206,0.14012859688312998,2.6450199939934054,367.0,0.0005537109375,0.15648448523799707
0.9,1.0,fr_estimated,3,0.03121867201443711,0.14173121363965846,2.6391150172872,373.0,0.000544921875,0.15109223732538857
0.9,1.0,fr_estimated,4,0.026374254077964177,0.1328153039179797,2.3586252785222657,365.0,0.000597412109375,0.1560299419382121
0.9,1.0,fr_estimated,5,0.03592498212343059,0.14219243764022912,3.0494903324923714,374.0,0.00059033203125,0.15713002660467773
0.9,1.0,fr_estimated,6,0.027642471584736344,0.1397254442510682,2.3775674540857024,377.0,0.00056640625,0.15765881376016957
0.9,1.0,fr_estimated,7,0.029195824079517072,0.14216525640212013,2.6292849048263056,361.0,0.000547119140625,0.1525488017324042
0.9,1.0,fr_estimated,8,0.028226513638250742,0.13526904881958074,2.6613633516040016,366.0,0.00053955078125,0.15331032196228206
0.9,1.0,fr_estimated,9,0.03506473332971731,0.13814787684556892,2.6314056801793617,384.0,0.000565185546875,0.15533395454154938
0.9,30.0,fr_estimated,0,0.03242881007719137,0.15460501607984412,2.3836279496329684,68.0,0.0097607421875,0.08951910940751154
0.9,30.0,fr_estimated,1,0.021301745511946513,0.13936130827754734,1.7161536437213822,74.0,0.009775634765625,0.09015556796792286
0.9,30.0,fr_estimated,10,0.02984428052952799,0.14053345356040586,2.249570767066214,84.0,0.00977001953125,0.08960482139336838
0.9,30.0,fr_estimated,11,0.024487220010717847,0.14204455214790246,1.8407200031761697,66.0,0.009845458984375,0.09030947467248515
0.9,30.0,fr_estimated,12,0.033665361473482265,0.14785271783264145,2.5620607859066293,86.0,0.009770263671875,0.09030016469545028
0.9,30.0,fr_estimated,13,0.026185720292491305,0.14641254383198632,1.9681329609729725,93.0,0.009668212890625,0.08923805453333598
0.9,30.0,fr_estimated,14,0.04246447529487913,0.15265192797901392,3.0995807258488854,75.0,0.00987353515625,0.08988683753648212
0.9,30.0,fr_estimated,15,0.02699648806397257,0.14680666033778453,1.956308142339707,77.0,0.009738037109375,0.08969388342912124
0.9,30.0,fr_estimated,16,0.029972035376990724,0.14549735905916897,2.2350000051590904,70.0,0.009908203125,0.09042350431637793
0.9,30.0,fr_estimated,17,0.02407829623956901,0.1505540874493638,1.646730221257088,71.0,0.00984814453125,0.09027552942173117
0.9,30.0,fr_estimated,18,0.024524787846273526,0.1369200898005629,1.7977006069476726,74.0,0.00978125,0.08956920651963529
0.9,30.0,fr_estimated,19,0.03229533807585798,0.14617394588764912,2.29304597732098,78.0,0.009802978515625,0.0902483378418965
0.9,30.0,fr_estimated,2,0.029764995375191703,0.14830677173686285,2.1836030813132625,77.0,0.00980517578125,0.0900249725292968
0.9,30.0,fr_estimated,3,0.03000369592872839,0.14450692991412697,2.1549231344639708,88.0,0.009797119140625,0.0897642127623182
0.9,30.0,fr_estimated,4,0.02776633532311834,0.14230462472021368,2.0287872238932536,72.0,0.009631591796875,0.08899228908226699
0.9,30.0,fr_estimated,5,0.02798692049070105,0.15658679870393832,1.9638205574159844,80.0,0.009681884765625,0.08963499378474304
0.9,30.0,fr_estimated,6,0.02838058326146958,0.14152576133191522,2.241328648759424,83.0,0.009670654296875,0.08959687053617992
0.9,30.0,fr_estimated,7,0.02300517442422938,0.145965599105597,1.5625364679817313,86.0,0.009743896484375,0.08969429905961945
0.9,30.0,fr_estimated,8,0.01887510049332148,0.1409852019941208,1.4487797080152334,91.0,0.009790283203125,0.09005220383765718
0.9,30.0,fr_estimated,9,0.030900284684508398,0.14542832720659832,2.3362158619131534,76.0,0.00973388671875,0.08979279967369216
0.9,50.0,fr_estimated,0,0.02841339092675682,0.14179293511398033,2.0364129703517486,63.0,0.01471826171875,0.08107870673872836
0.9,50.0,fr_estimated,1,0.03162355963556684,0.14528682460827763,2.4375141134262517,59.0,0.01478515625,0.08125384502293558
0.9,50.0,fr_estimated,10,0.0325241205552358,0.1474157631030321,2.368908156014566,60.0,0.014793701171875,0.08192637129445163
0.9,50.0,fr_estimated,11,0.018281589216529663,0.1426151367024454,1.1256149827551953,62.0,0.01478271484375,0.08192813353510256
0.9,50.0,fr_estimated,12,0.01980460258752422,0.14586212342871732,1.254770166413918,59.0,0.014788330078125,0.08218625783675991
0.9,50.0,fr_estimated,13,0.03047839764534841,0.15510774750469178,2.12410497209785,53.0,0.01460546875,0.08114964570944608
0.9,50.0,fr_estimated,14,0.025213233304727727,0.15530477306152193,1.6503928773285972,65.0,0.014721435546875,0.08142981880811076
0.9,50.0,fr_estimated,15,0.025306463467217107,0.15052291120596836,1.9374096667971892,61.0,0.014826416015625,0.08177201740710704
0.9,50.0,fr_estimated,16,0.02802862934756326,0.14714839116377418,2.0780884077894233,61.0,0.014677001953125,0.08143685894697318
0.9,50.0,fr_estimated,17,0.025177559744774012,0.14759466491987336,1.9777354092906956,62.0,0.014729736328125,0.08186574403369958
0.9,50.0,fr_estimated,18,0.023520798271987175,0.147581130053132,1.5619577051158622,53.0,0.014662841796875,0.08143315715610619
0.9,50.0,fr_estimated,19,0.026625580647302385,0.15016200867976706,2.052199283044917,62.0,0.0146796875,0.0810738459640987
0.9,50.0,fr_estimated,2,0.030016307409221274,0.15417323277890932,1.9219870617326553,54.0,0.014682861328125,0.08073128244398856
0.9,50.0,fr_estimated,3,0.019288598021862894,0.14808608301422882,1.4277986220586887,57.0,0.014578125,0.08149650191283313
0.9,50.0,fr_estimated,4,0.023099233179046646,0.1430025373796081,1.785768873324122,57.0,0.0146953125,0.08118306216236505
0.9,50.0,fr_estimated,5,0.020224065765369902,0.14230666073535733,1.5015985792943274,57.0,0.014625244140625,0.08094877474379882
0.9,50.0,fr_estimated,6,0.02708598426986045,0.1516165236274608,1.8457901392999865,53.0,0.014697998046875,0.08183677683730421
0.9,50.0,fr_estimated,7,0.0318945622072528,0.15083672906892315,2.2957844039693844,59.0,0.014831298828125,0.08159067797332956
0.9,50.0,fr_estimated,8,0.03555778273871379,0.1522065652478227,2.7097788634517506,66.0,0.014716064453125,0.08175581273555581
0.9,50.0,fr_estimated,9,0.024420742253210156,0.14614654010191397,1.6778995496470839,65.0,0.014614501953125,0.08121288241228336
0.9,5.0,fr_estimated,0,0.03315284604525019,0.14133923872097454,2.399596703733778,200.0,0.002264892578125,0.1248268423119735
0.9,5.0,fr_estimated,1,0.022578267553858125,0.13763349793666724,2.0414427221836133,214.0,0.002213134765625,0.12229183392243173
0.9,5.0,fr_estimated,10,0.030470157354158128,0.14099467974774338,2.6171020367665276,225.0,0.00225927734375,0.1218603682667046
0.9,5.0,fr_estimated,11,0.028118421025282166,0.13668697670854324,2.3500629466087886,225.0,0.00224609375,0.1221782724120816
0.9,5.0,fr_estimated,12,0.02916844268931649,0.1416922074735855,2.2527724297031146,186.0,0.00224365234375,0.1227451161186878
0.9,5.0,fr_estimated,13,0.02718515285598272,0.14314481466721854,1.9604766827560742,202.0,0.002240234375,0.12369124027286725
0.9,5.0,fr_estimated,14,0.025111811152869673,0.13529090404474237,2.193400891893931,209.0,0.002218505859375,0.12243851185764247
0.9,5.0,fr_estimated,15,0.026242724453424116,0.1407193057438415,1.9707923801682383,207.0,0.002251708984375,0.12429937118566738
0.9,5.0,fr_estimated,16,0.033320615563767995,0.14400080780490243,2.719402617845339,201.0,0.002251708984375,0.12354938430988348
0.9,5.0,fr_estimated,17,0.026912134159543258,0.13537111097653848,2.1639140041373066,191.0,0.002232177734375,0.12213259685642998
0.9,5.0,fr_estimated,18,0.023375044619050867,0.13982499704405016,1.7807584629639013,210.0,0.0022255859375,0.12240404974003517
0.9,5.0,fr_estimated,19,0.03031893408411114,0.13883416277919217,2.596785926378317,209.0,0.002236572265625,0.12410369736469493
0.9,5.0,fr_estimated,2,0.03255343389173236,0.14253997745016317,2.486690923139017,201.0,0.002244140625,0.12376085903080906
0.9,5.0,fr_estimated,3,0.02882612800243747,0.13833510091506052,2.6175756062502487,203.0,0.00221240234375,0.12179618069553516
0.9,5.0,fr_estimated,4,0.023760187773422654,0.1370871009896624,2.0326305041140125,225.0,0.002228515625,0.12206570970441465
0.9,5.0,fr_estimated,5,0.028704319833323465,0.14137691257961976,2.4045070531929116,202.0,0.002208740234375,0.12334752498261109
0.9,5.0,fr_estimated,6,0.030981671143123505,0.1396257016095406,2.2809772365250214,221.0,0.002239501953125,0.12400799305484128
0.9,5.0,fr_estimated,7,0.02800277141329373,0.1400675576169272,2.222497560157088,192.0,0.002230224609375,0.12160342568569645
0.9,5.0,fr_estimated,8,0.028990523954820734,0.13932377844593483,2.3850128245182187,213.0,0.00222314453125,0.12346853526788394
0.9,5.0,fr_estimated,9,0.0220790884084891,0.13671554666646368,1.9909645836622625,205.0,0.00221435546875,0.1212373720168275
