config_id,method,target_type,gamma,eta,burnin_fraction,fr_every,n_seeds,median_final_l2_F,iqr_final_l2_F,median_final_l2_Fprime,iqr_final_l2_Fprime,median_integrated_l2_F,iqr_integrated_l2_F,median_integrated_l2_Fprime,iqr_integrated_l2_Fprime,median_final_marginal_l2_uniform,iqr_final_marginal_l2_uniform,median_final_marginal_l2_target,iqr_final_marginal_l2_target,median_mean_fr_event_fraction,iqr_mean_fr_event_fraction,median_max_fr_event_fraction,iqr_max_fr_event_fraction,median_barrier_crossings,iqr_barrier_crossings,median_frac_left,iqr_frac_left,median_frac_barrier,iqr_frac_barrier,median_frac_right,iqr_frac_right,frac_nan
abf_fr_estimated|tt=estimated|g=0.1|eta=0.1|bi=0.4|fe=5,abf_fr_estimated,estimated,0.1,0.1,0.4,5,5,0.0123276446526955,0.0006434152479662999,0.0747540123438476,0.003730490500514605,16.573302744438667,1.2621724705273518,38.53736310357774,4.2398147139151305,0.0235959386984586,0.003869654997789202,0.0235993573130478,0.0038692373094609996,9.834171434401166e-06,6.658291416291221e-07,0.0010000000474974,0.0,460170.0,27207.0,0.342,0.007000000000000006,0.171,0.002999999999999975,0.325,0.019000000000000017,0.0
abf_fr_estimated|tt=estimated|g=0.1|eta=0.1|bi=0|fe=5,abf_fr_estimated,estimated,0.1,0.1,0.0,5,5,0.0124490580743742,0.00027958124121450073,0.0718760369829421,0.0066941030847574995,16.151852180048426,2.4222167793239553,37.64647049589939,1.4234072193044511,0.0234424797162597,0.003601291297744398,0.0234439980675037,0.003603944556632002,1.3850503382855096e-05,2.50502489507197e-07,0.0020000000949949,0.0,474021.0,10612.0,0.333,0.007000000000000006,0.155,0.01100000000000001,0.339,0.008999999999999952,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.075|bi=0.2|fe=5,abf_fr_oracle,oracle,0.01,0.075,0.2,5,5,0.0137455754324046,0.0033769032359752,0.0676269134261545,0.0038473863551698045,15.181394680509827,0.7737533965471304,41.16841096845992,1.898113398120941,0.0308815041422122,0.002510429348639199,0.0305076099688138,0.004902662269692295,1.2500000821091817e-06,3.125000262116374e-07,0.0010000000474974,0.0,517920.0,20034.0,0.347,0.013999999999999957,0.173,0.024999999999999994,0.329,0.03799999999999998,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.075|bi=0.4|fe=5,abf_fr_oracle,oracle,0.01,0.075,0.4,5,5,0.0130452109200252,0.0010451376085905007,0.0736435555170813,0.008484997232791808,16.524523974745108,0.17388838146738905,39.76079649806987,0.019890794634164877,0.0267629011161647,0.002195059163476603,0.0262485855098977,0.0028309883881041976,9.170854885572528e-07,1.662479159373714e-07,0.0010000000474974,0.0,487142.0,7121.0,0.332,0.012999999999999956,0.173,0.0030000000000000027,0.321,0.017000000000000015,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.075|bi=0|fe=5,abf_fr_oracle,oracle,0.01,0.075,0.0,5,5,0.0137302857657666,0.0016072036870761006,0.0740172651764484,0.007625914379470106,15.337057000034306,0.6746344947065364,40.66922871869783,2.700814161222894,0.0305619123979782,0.0024852910411870995,0.0286345580511538,0.0020976877165539004,1.8500001124266417e-06,1.500000053056285e-07,0.0010000000474974,0.0,502240.0,33364.0,0.352,0.008000000000000007,0.168,0.03,0.324,0.020000000000000018,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.15|bi=0.2|fe=5,abf_fr_oracle,oracle,0.01,0.15,0.2,5,5,0.0145503828916933,0.0034500621658843014,0.068340345378143,0.00985743364190711,16.11924975772413,0.7102473957328215,38.937649163819415,1.7482198703818312,0.0225209258434032,0.0024291680662333996,0.0186569462019578,0.0049155098723534,1.1875000780037226e-06,3.7531409589064426e-07,0.0010000000474974,0.0,488092.0,28149.0,0.328,0.01799999999999996,0.171,0.0069999999999999785,0.331,0.0040000000000000036,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.15|bi=0.4|fe=5,abf_fr_oracle,oracle,0.01,0.15,0.4,5,5,0.0128921208754343,0.002021657496058699,0.0679715854014133,0.0036778635033220958,15.717260871293876,0.5591599990783216,39.39511049135628,4.567727696754119,0.0220963277052361,0.0065487182064888,0.016516737824929,0.00492582617212,6.670854721354165e-07,8.291457713009253e-08,0.0010000000474974,0.0,517789.0,19998.0,0.327,0.03199999999999997,0.16,0.01100000000000001,0.323,0.008000000000000007,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.15|bi=0|fe=5,abf_fr_oracle,oracle,0.01,0.15,0.0,5,5,0.0132393517008933,0.0018740529866344002,0.0669548174987036,0.005074177685344711,15.650087797005629,1.0286413621254002,39.29721757282562,2.449472913174546,0.0221103082932789,0.004963458334340698,0.0223474392150071,0.005696326877561199,1.50025135553733e-06,1.9974874703621053e-07,0.0010000000474974,0.0,496178.0,1203.0,0.341,0.015000000000000013,0.153,0.02400000000000002,0.339,0.013000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.1|bi=0.2|fe=5,abf_fr_oracle,oracle,0.01,0.1,0.2,5,5,0.0125647274540896,0.0006570619612504009,0.0727396801629292,0.007626667254739497,15.34262599516976,0.7244689088148775,41.90224903103546,3.677910242956692,0.0307708299718113,0.007840311409264802,0.0321540562987868,0.0080333800104666,1.1250000682139216e-06,3.125000205272955e-07,0.0010000000474974,0.0,536746.0,26189.0,0.354,0.01599999999999996,0.172,0.0069999999999999785,0.315,0.01200000000000001,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.1|bi=0.4|fe=5,abf_fr_oracle,oracle,0.01,0.1,0.4,5,5,0.0129399886157139,0.0007118444707332992,0.0696379536124258,0.0068733716380195015,16.298121138107664,0.2673489011691963,41.71123174027962,0.6765796115868312,0.0255673523094659,0.0041530248851477,0.023928830359969,0.0023146276983106,7.50000049265509e-07,1.666666776145574e-07,0.0010000000474974,0.0,522573.0,8484.0,0.327,0.007000000000000006,0.173,0.012999999999999984,0.323,0.014000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.01|eta=0.1|bi=0|fe=5,abf_fr_oracle,oracle,0.01,0.1,0.0,5,5,0.0120160719464822,0.002680946329434499,0.0716220896159128,0.003283215041108095,17.148057341628512,1.5402190580015915,41.98075336228507,2.8401196546456546,0.0237590119764014,0.002128101282191701,0.0211038363763273,0.0031916512778025,1.4002513489685952e-06,4.99748775837361e-07,0.0010000000474974,0.0,489118.0,4836.0,0.333,0.012999999999999956,0.168,0.0010000000000000009,0.326,0.0040000000000000036,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.075|bi=0.2|fe=5,abf_fr_oracle,oracle,0.02,0.075,0.2,5,5,0.0125661652468716,0.0007142731147341992,0.0731311559141505,0.007825850647093402,14.7631146767667,0.7141540027103908,39.99730039913681,2.34718015485722,0.0298647150444603,0.0030634550774591013,0.0296076153360193,0.0023247630297035006,2.4375001544285626e-06,3.128140917851849e-07,0.0010000000474974,0.0,502485.0,16585.0,0.332,0.015000000000000013,0.174,0.00799999999999998,0.327,0.013000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.075|bi=0.4|fe=5,abf_fr_oracle,oracle,0.02,0.075,0.4,5,5,0.0135679295288776,0.002827849965900601,0.0726341907225442,0.011609448303260203,16.65520304264887,1.7086932207372758,40.53826728186841,3.5502139576874043,0.0303500161460655,0.002520506436629301,0.0276901568169878,0.0015977161495914008,2.416666817831962e-06,1.6666666245631233e-07,0.0010000000474974,0.0,489516.0,17233.0,0.348,0.0010000000000000009,0.174,0.00799999999999998,0.325,0.014000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.075|bi=0|fe=5,abf_fr_oracle,oracle,0.02,0.075,0.0,5,5,0.0122249455669792,0.0031862494151069006,0.0679348451631996,0.0047121982012439945,15.3689954147899,1.3528220984483692,38.55697698576411,1.0118927518563652,0.0302098104939032,0.0032608579273088988,0.0284204762606098,0.0021961073677043003,3.4500002175263944e-06,1.5000000985310212e-07,0.0020000000949949,0.0010000000474975,503775.0,8195.0,0.343,0.008999999999999952,0.174,0.009999999999999981,0.333,0.015000000000000013,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.15|bi=0.2|fe=5,abf_fr_oracle,oracle,0.02,0.15,0.2,5,5,0.013334572461259,0.0014280259259446,0.0671471478668439,0.0036936064285947035,15.646795611502,1.766877722007072,37.40438995294324,2.5169355904661472,0.0239992529740232,0.002417584323347797,0.0220138470543589,0.0019542004046889,2.1253142108434986e-06,2.5000001642183574e-07,0.0010000000474974,0.0,479724.0,12823.0,0.329,0.009000000000000008,0.165,0.01200000000000001,0.334,0.0040000000000000036,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.15|bi=0.4|fe=5,abf_fr_oracle,oracle,0.02,0.15,0.4,5,5,0.014457395975666,0.003072414849523199,0.0723777878718062,0.0125320549709418,15.900732837803629,0.655284787427652,39.40688079378416,2.387485325573465,0.0206354499466983,0.0017353520568871017,0.0171190566744918,0.004299635399121898,1.250418843786368e-06,8.34170903848038e-07,0.0010000000474974,0.0,504237.0,16785.0,0.336,0.020999999999999963,0.169,0.00799999999999998,0.319,0.008000000000000007,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.15|bi=0|fe=5,abf_fr_oracle,oracle,0.02,0.15,0.0,5,5,0.0139365264815935,0.0036047370477321015,0.0666089403984734,0.003744016957456603,15.067972166499713,1.7348835230666086,39.05810007835718,4.3504765548016096,0.0200310112892445,0.0063768175194995995,0.0204712198810494,0.0069046836091366005,2.350000149817788e-06,6.00000025769987e-07,0.0010000000474974,0.0,499294.0,46612.0,0.343,0.003999999999999948,0.163,0.013000000000000012,0.319,0.007000000000000006,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.1|bi=0.2|fe=5,abf_fr_oracle,oracle,0.02,0.1,0.2,5,5,0.0131530747611755,0.0021833417263501,0.0787718463880154,0.007796963568592802,16.006559571114586,0.13125104829274115,42.505395440495,4.590875640817529,0.0328341258265448,0.003266590857685204,0.0265390980870088,0.0032200057989941015,2.6253142380028294e-06,7.49685983691961e-07,0.0010000000474974,0.0,517149.0,54652.0,0.338,0.009000000000000008,0.168,0.021999999999999992,0.307,0.014000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.1|bi=0.4|fe=5,abf_fr_oracle,oracle,0.02,0.1,0.4,5,5,0.0147065419557699,0.0012805850977024996,0.0766546537608653,0.009920960502516812,15.87578303284632,0.7405091078549955,41.37682364305372,3.6554115234358378,0.0253608631736768,0.0034376017968806016,0.0241276433074833,0.0015463807041491001,1.83375221543732e-06,3.3333334764999254e-07,0.0010000000474974,0.0,507990.0,5415.0,0.344,0.012999999999999956,0.168,0.009999999999999981,0.319,0.02100000000000002,0.0
abf_fr_oracle|tt=oracle|g=0.02|eta=0.1|bi=0|fe=5,abf_fr_oracle,oracle,0.02,0.1,0.0,5,5,0.0130257971376839,0.0023953249539530996,0.0701081397986011,0.004807267356245301,14.70713328550211,0.5593052717499987,35.55309526812772,0.9686786780702263,0.0251844183538197,0.0021369025958104006,0.023200703142656,0.004009060001053898,3.350251463416498e-06,2.0025127014378052e-07,0.0010000000474974,0.0,474580.0,12316.0,0.346,0.01899999999999996,0.157,0.014999999999999986,0.319,0.02100000000000002,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.075|bi=0.2|fe=5,abf_fr_oracle,oracle,0.05,0.075,0.2,5,5,0.0119808678401275,0.0010082185207040007,0.0660630286899391,0.002332643315220692,14.34010708849431,0.5926072839752425,39.16341900875016,3.2576738773058196,0.0312827982431811,0.003944390957684899,0.0294747386062163,0.0029840585377238008,5.750314409169733e-06,3.746859363218401e-07,0.0010000000474974,0.0,504514.0,9230.0,0.341,0.010999999999999954,0.161,0.013999999999999985,0.328,0.009000000000000008,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.075|bi=0.4|fe=5,abf_fr_oracle,oracle,0.05,0.075,0.4,5,5,0.0126298876337446,0.0035170192249835003,0.0691382897905919,0.0012059476525980023,14.91066819506882,1.2066635420657388,37.99363132375064,0.7324896176911437,0.0286038521978145,0.0029805386246507005,0.0297696114178773,0.002652435242343102,5.833752425132843e-06,2.5083749430147433e-07,0.0010000000474974,0.0010000000474975,493978.0,42163.0,0.342,0.01699999999999996,0.177,0.009000000000000008,0.32,0.010000000000000009,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.075|bi=0|fe=5,abf_fr_oracle,oracle,0.05,0.075,0.0,5,5,0.0129234168981972,0.0017047845955024,0.0664468841156969,0.0035635092923897993,14.485156084078604,1.1878306988588676,38.02686258813301,1.0723133590784926,0.0289167355267039,0.0007001331448273987,0.027098352175349,0.0037176397313246,8.350000471182283e-06,3.5050248243351207e-07,0.0020000000949949,0.0010000000474975,489868.0,7054.0,0.336,0.013000000000000012,0.16,0.0040000000000000036,0.327,0.0040000000000000036,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.15|bi=0.2|fe=5,abf_fr_oracle,oracle,0.05,0.15,0.2,5,5,0.0143259230575079,0.0017785415804156008,0.0670912661271228,0.019688127878853795,14.22604993203304,2.3468823696796033,38.80034752356591,4.870026117001991,0.0213261374558247,0.002784006215813501,0.02157756464497,0.0017277128925991987,4.625314340955811e-06,6.246859754810433e-07,0.0010000000474974,0.0,505880.0,26459.0,0.34,0.0040000000000000036,0.166,0.014000000000000012,0.342,0.01899999999999996,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.15|bi=0.4|fe=5,abf_fr_oracle,oracle,0.05,0.15,0.4,5,5,0.013576770281818,0.0028507839169732013,0.072480532013306,0.005613707699466702,15.68784243639988,0.5398690998628091,40.0421439570994,0.633559902599913,0.0227252589912417,0.0038183837734091994,0.0199702836823572,0.0032180115597710973,3.16708563635378e-06,6.666666877208626e-07,0.0010000000474974,0.0,490978.0,43595.0,0.334,0.035999999999999976,0.169,0.015999999999999986,0.319,0.039000000000000035,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.15|bi=0|fe=5,abf_fr_oracle,oracle,0.05,0.15,0.0,5,5,0.0129686834620667,0.0022087522729172006,0.0713896462779676,0.007750297874085307,15.173744900490396,0.814454233606444,40.93017309703036,2.4475560251117585,0.0196295765641394,0.0026792059778083972,0.0175284350816717,0.000852385779838101,6.750251654921157e-06,7.500000174331946e-07,0.0010000000474974,0.0,517156.0,20625.0,0.343,0.004999999999999949,0.16,0.016000000000000014,0.339,0.008000000000000007,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.1|bi=0.2|fe=5,abf_fr_oracle,oracle,0.05,0.1,0.2,5,5,0.0130341644363304,0.0008541750739965003,0.0740333434388406,0.004011268164198806,15.386171657764262,1.4294184022886807,41.49608175867019,2.95661764742583,0.0268449972100634,0.0025288754425312025,0.0221057879738075,0.005359638779814199,4.81250028769864e-06,2.4968594516394626e-07,0.0010000000474974,0.0,493980.0,7164.0,0.339,0.012999999999999956,0.164,0.0030000000000000027,0.326,0.010000000000000009,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.1|bi=0.4|fe=5,abf_fr_oracle,oracle,0.05,0.1,0.4,5,5,0.0125246987012693,0.0005286406880459001,0.0646106576832122,0.008938846517973498,14.32575322817652,0.6866256091281535,39.47164229493789,2.9946602555428328,0.023641593028345,0.0014960449863327015,0.0240077624956773,0.0033044913844844995,3.917085670461044e-06,1.3333334133373376e-06,0.0010000000474974,0.0,513616.0,13255.0,0.341,0.006999999999999951,0.168,0.010000000000000009,0.332,0.02400000000000002,0.0
abf_fr_oracle|tt=oracle|g=0.05|eta=0.1|bi=0|fe=5,abf_fr_oracle,oracle,0.05,0.1,0.0,5,5,0.013641971470452,0.0020667478191927005,0.0678013131512328,0.005741736971740907,14.28305071672855,1.414970747490484,38.20239740906532,2.5458009351961692,0.0253466183423046,0.002947847779554799,0.0243590318106876,0.0059585968027581,8.150251828737964e-06,6.50000029054353e-07,0.0020000000949949,0.0,482479.0,10045.0,0.344,0.002999999999999947,0.17,0.017000000000000015,0.319,0.01100000000000001,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.075|bi=0.2|fe=5,abf_fr_oracle,oracle,0.1,0.075,0.2,5,5,0.0135616466303989,0.0029018938764051993,0.0738532673703769,0.010987832657224597,15.830240958664264,0.9167860554865861,41.58000661462709,0.8505514608995242,0.0281640605888208,0.002937160029247699,0.0259651482454454,0.0004124205053934009,1.2562814845296089e-05,7.49999998106432e-07,0.0020000000949949,0.0010000000474975,503864.0,10722.0,0.336,0.009000000000000008,0.165,0.008000000000000007,0.333,0.01200000000000001,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.075|bi=0.4|fe=5,abf_fr_oracle,oracle,0.1,0.075,0.4,5,5,0.0124892269457245,0.00011231946998810013,0.0695545660819408,0.007985843246944402,15.51179779047014,1.2307539575418591,38.337548043650365,1.5035234483441045,0.0302900134778563,0.0075557047122119005,0.0285008831756216,0.008111195723704702,1.0917086084797726e-05,5.008374879859401e-07,0.0020000000949949,0.0,482224.0,22308.0,0.339,0.022999999999999965,0.169,0.00799999999999998,0.325,0.006000000000000005,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.075|bi=0|fe=5,abf_fr_oracle,oracle,0.1,0.075,0.0,5,5,0.0113176817292962,0.0008112211189664001,0.0602371305578991,0.0089631986599535,13.267515252650862,1.1130761613928186,34.533057800237394,1.5083229490827037,0.0283484305380863,0.0037510672268162987,0.0277078013522104,0.002693609628389902,1.6651006130814495e-05,2.6994977724825726e-06,0.0020000000949949,0.0,475842.0,2446.0,0.333,0.0040000000000000036,0.158,0.008000000000000007,0.341,0.011999999999999955,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.15|bi=0.2|fe=5,abf_fr_oracle,oracle,0.1,0.15,0.2,5,5,0.0118659668914874,0.0017775042592664998,0.0680671865393239,0.005735966027258191,15.123933549588868,0.5399556337819984,40.21635836513936,1.826424852892245,0.0209793424633311,0.0029940804858711,0.0205541014726326,0.005762930239325798,9.562814625496683e-06,5.62500088108208e-07,0.0020000000949949,0.0010000000474975,508541.0,2923.0,0.336,0.006000000000000005,0.172,0.003999999999999976,0.323,0.013000000000000012,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.15|bi=0.4|fe=5,abf_fr_oracle,oracle,0.1,0.15,0.4,5,5,0.0121086007410564,0.000709912015127101,0.0724912336908294,0.010313178555048791,15.79373873725368,3.515311679839133,40.08526876789166,3.6076908010323194,0.0209325868620433,0.006755621205945701,0.0205924408536763,0.0032617633531725997,8.16708591173665e-06,8.329146339747242e-07,0.0010000000474974,0.0,497264.0,27448.0,0.333,0.0030000000000000027,0.157,0.01200000000000001,0.338,0.008000000000000007,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.15|bi=0|fe=5,abf_fr_oracle,oracle,0.1,0.15,0.0,5,5,0.0117893501229171,0.0012124150759196001,0.0679946892576549,0.005061020895906307,15.336014127491676,2.0473448856133025,36.43025958823327,3.7743352024182713,0.0230349876358392,0.0046270819448344,0.021177640033301,0.0047280311158675,1.3400252141764213e-05,1.2502512799983381e-06,0.0020000000949949,0.0,487343.0,3176.0,0.353,0.006000000000000005,0.161,0.008000000000000007,0.328,0.019000000000000017,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.1|bi=0.2|fe=5,abf_fr_oracle,oracle,0.1,0.1,0.2,5,5,0.0135793953755804,0.00033329097751370017,0.0701968062123552,0.002982346794869889,15.057309681708622,0.5578146827661516,37.8492673037691,3.2819453134380225,0.0265755643574233,0.003930099080990301,0.0257559518884355,0.0011552597402103015,1.1126256930538148e-05,3.753140845219615e-07,0.0010000000474974,0.0010000000474975,500660.0,56787.0,0.348,0.022999999999999965,0.161,0.02099999999999999,0.32,0.015000000000000013,0.0
abf_fr_oracle|tt=oracle|g=0.1|eta=0.1|bi=0.4|fe=5,abf_fr_oracle,oracle,0.1,0.1,0.4,5,5,0.0125915264855636,0.0007749469089872989,0.0681766483569295,0.006486908277004502,15.591968571820471,0.7058135885879899,38.92664568187119,2.4515840329290697,0.02539233355615,0.0015199358976372007,0.0243329510141728,0.0026455727557593983,1.0250419412235107e-05,6.658292553159598e-07,0.0010000000474974,0.0,492122.0,14343.0,0.352,0.01699999999999996,0.17,0.005999999999999978,0.323,0.02100000000000002,0.0
