x,F_ref,Fprime_ref,p_ref
-3.0,14.893446173318036,-21.863113589333878,6.623888440255512e-35
-2.985,14.56781223783181,-21.55539697155627,2.4366721224901868e-34
-2.97,14.246764666343873,-21.251599936847935,8.800631762450633e-34
-2.955,13.93024459418058,-20.951732028025752,3.121515764346275e-33
-2.94,13.61819300973222,-20.655803289079547,1.0875635842565638e-32
-2.925,13.31055074715966,-20.363824234313437,3.722922584568131e-32
-2.91,13.007258479608463,-20.07580581144089,1.252439160134751e-31
-2.895,12.708256713026069,-19.791759357965855,4.141673960435381e-31
-2.88,12.41348578068798,-19.511696550146212,1.3466212543812922e-30
-2.865,12.122885838549733,-19.235629343804096,4.305952851078476e-30
-2.85,11.836396861552535,-18.963569906224325,1.3544145090243347e-29
-2.835,11.553958641022176,-18.69553053836807,4.191766090380366e-29
-2.82,11.275510783312148,-18.431523586626078,1.276763658376697e-28
-2.805,11.000992709853747,-18.1715613433487,3.828223196134125e-28
-2.79,10.73034365878696,-17.915655935418858,1.1302195313251704e-27
-2.775,10.463502688356833,-17.66381920018403,3.286344231358294e-27
-2.76,10.200408682269462,-17.416062548135347,9.413565577037587e-27
-2.745,9.94100035721053,-17.172396811820434,2.65700620648878e-26
-2.73,9.685216272735854,-16.932832080602342,7.391541756294901e-26
-2.715,9.432994843748345,-16.697377521033967,2.0271623612172292e-25
-2.7,9.184274355777555,-16.466041182805018,5.4822681724758e-25
-2.685,8.938992983277258,-16.238829790440057,1.4623713236454233e-24
-2.67,8.697088811151986,-16.015748521178814,3.8484712861782015e-24
-2.6550000000000002,8.458499859714628,-15.796800769754089,9.994468667120055e-24
-2.64,8.223164113264419,-15.581987901094402,2.562003832764213e-23
-2.625,7.9910195524567325,-15.371308992313471,6.484196719993536e-23
-2.61,7.762004190612801,-15.164760565700654,1.6206775411573583e-22
-2.595,7.536056114089391,-14.962336314787043,4.001369202543455e-22
-2.58,7.313113526794375,-14.764026825921047,9.761118090966286e-22
-2.565,7.093114798895259,-14.56981929813317,2.3532956994328052e-21
-2.55,6.8759985197233195,-14.37969726438865,5.608492055853403e-21
-2.535,6.661703554827616,-14.193640317604586,1.3216443145971427e-20
-2.52,6.450169107080626,-14.011623845030117,3.080261343684005e-20
-2.505,6.241334781682111,-13.833618774738543,7.101824670150016e-20
-2.49,6.035140654850906,-13.65959133804625,1.6201895703878412e-19
-2.475,5.831527345937232,-13.489502851641749,3.6582920914094646e-19
-2.46,5.630436092632406,-13.323309523070773,8.17729498937105e-19
-2.4450000000000003,5.431808828899618,-13.1609622829737,1.809924934864484e-18
-2.43,5.235588265201262,-13.002406647110249,3.967624793097603e-18
-2.415,5.0417179705561885,-12.847582610735852,8.616240092379363e-18
-2.4,4.850142455925742,-12.696424577326288,1.85403764348823e-17
-2.385,4.660807258402508,-12.54886132299612,3.953916319272231e-17
-2.37,4.473659025660655,-12.404815997244295,8.358671407581355e-17
-2.355,4.288645600122855,-12.264206159911687,1.7520177103075262e-16
-2.34,4.105716102306284,-12.126943853480121,3.641829234436698e-16
-2.325,3.9248210128286067,-11.99293570911024,7.508730800758128e-16
-2.31,3.745912252584193,-11.862083084139304,1.5358998000370226e-15
-2.295,3.568943260639599,-11.734282228167226,3.1173783184096616e-15
-2.2800000000000002,3.393869069443993,-11.609424474376933,6.27949228458081e-15
-2.265,3.220646377003519,-11.487396452384095,1.2555764722724881e-14
-2.25,3.0492336157258753,-11.368080318704855,2.492399379387556e-14
-2.235,2.8795910177004864,-11.251354000875542,4.912663429764787e-14
-2.2199999999999998,2.711680676238841,-11.137091451353959,9.616281107110138e-14
-2.205,2.5454666035558415,-11.025162907568005,1.8696080470178937e-13
-2.19,2.380914784525045,-10.915435154838615,3.6108243009584727e-13
-2.175,2.2179932264864144,-10.80777178936693,6.928354344320731e-13
-2.16,2.0566720051233016,-10.702033479014466,1.3209116063508132e-12
-2.145,1.8969233064551942,-10.59807822019022,2.5025667465024114e-12
-2.13,1.7387214650135459,-10.495761589760283,4.71205571123782e-12
-2.115,1.5820429982796997,-10.394936991484782,8.818379619074987e-12
-2.1,1.4268666374672807,-10.295455897038536,1.6404301380377096e-11
-2.085,1.2731733547267914,-10.197168082163088,3.0335441356224226e-11
-2.0700000000000003,1.1209463868386118,-10.099921858912461,5.5769358193913963e-11
-2.055,0.970171255443721,-10.00356430528191,1.0193395543432702e-10
-2.04,0.82083578384025,-9.907941493741818,1.852427253872245e-10
-2.025,0.6729301103498635,-9.812898720337776,3.3471843577857167e-10
-2.01,0.5264466982327198,-9.718280736066664,6.013777883723796e-10
-1.995,0.38138034210420013,-9.623931982205384,1.0743689674522896e-09
-1.98,0.2377281707821184,-9.529696831164,1.9085469006041705e-09
-1.965,0.09548964647082392,-9.435419834272244,3.3712927115272497e-09
-1.95,-0.04533343983119664,-9.34094597769946,5.921492981632739e-09
-1.935,-0.1847369768296283,-9.246120947468325,1.0341891243724512e-08
-1.92,-0.32271454548063516,-9.150791404263488,1.7959388825631432e-08
-1.905,-0.4592574357356063,-9.054805268470098,3.100922043233169e-08
-1.8900000000000001,-0.5943546676394683,-8.958012015613171,5.323273470786304e-08
-1.875,-0.7279930169382113,-8.86026298211571,9.085155568601004e-08
-1.86,-0.8601570453483257,-8.761411681056723,1.5414335283775078e-07
-1.845,-0.9908291356344143,-8.661314127394865,2.5997133973650436e-07
-1.83,-1.1199895316316915,-8.559829171931506,4.358128801004714e-07
-1.815,-1.2476163833380192,-8.456818843119887,7.261236985372726e-07
-1.8,-1.373685797185502,-8.35214869568499,1.2023076603350237e-06
-1.7850000000000001,-1.4981718915853408,-8.245688164900331,1.978199599720863e-06
-1.77,-1.6210468578214947,-8.137310925272152,3.2338940616133904e-06
-1.7550000000000001,-1.74228102634941,-8.026895252305913,5.252077313129676e-06
-1.74,-1.861842938535779,-7.91432438597259,8.472887212952424e-06
-1.725,-1.9796994238541314,-7.799486894451022,1.3575915002582142e-05
-1.71,-2.0958156825296035,-7.682277036694566,2.1601490172012997e-05
-1.695,-2.210155373604188,-7.562595122354315,3.4128099118942284e-05
-1.6800000000000002,-2.322680708371826,-7.440347867584832,5.352893801382819e-05
-1.665,-2.433352549110476,-7.315448745260276,8.333842839615632e-05
-1.6500000000000001,-2.542130513016357,-7.187818328137807,0.0001287691960163045
-1.635,-2.648973081223695,-7.057384623519903,0.00019743154102529358
-1.62,-2.7538377127716824,-6.924083397987255,0.00030032055555816335
-1.605,-2.8566809633591905,-6.78785849079829,0.0004531501035778943
-1.59,-2.957458608706844,-6.648662114579822,0.000678126606978886
-1.575,-3.0561257723257294,-6.506455141965634,0.0010062669375510765
-1.56,-3.1526370574720897,-6.361207376875518,0.0014803706898704634
-1.5450000000000002,-3.246946683048066,-6.212897809166589,0.0021587536145459495
-1.53,-3.3390086231898057,-6.061514851431434,0.0031198308493948974
-1.5150000000000001,-3.4287767502662407,-5.907056556763722,0.004467599741037274
-1.5,-3.516204980994525,-5.749530816361391,0.006338006055101969
-1.485,-3.601247425361518,-5.588955535890633,0.008906078259160514
-1.47,-3.68385853802504,-5.4253587895900965,0.012393578118087568
-1.455,-3.7639932718536806,-5.258778951154732,0.017076741305296874
-1.44,-3.8416072332500764,-5.089264800501621,0.023293473770602986
-1.425,-3.91665683888954,-4.916875605586865,0.031449140328096155
-1.4100000000000001,-3.9890994734940364,-4.741681178511969,0.04201985256108117
-1.395,-4.058893648250564,-4.563761905231094,0.05555196481444783
-1.3800000000000001,-4.125999159473276,-4.383208748246001,0.07265636009801182
-1.365,-4.190377247100039,-4.200123221753874,0.09399609896674914
-1.35,-4.251990752606716,-4.014617338794054,0.12026616197604989
-1.335,-4.310804275916276,-3.826813530022678,0.15216438189418913
-1.32,-4.3667843308748795,-3.6368445338294157,0.19035326135653607
-1.3050000000000002,-4.419899498863505,-3.4448532575971473,0.23541320472911517
-1.29,-4.470120580111267,-3.2509926099937774,0.28778872382744436
-1.2750000000000001,-4.517420742275675,-3.0554253042747117,0.3477303286706872
-1.26,-4.561775665855389,-2.8583236326647956,0.41523596793597384
-1.245,-4.603163686002732,-2.659869211979462,0.48999688633488436
-1.23,-4.641565930306324,-2.460252700735992,0.5713534465578728
-1.215,-4.676966452118653,-2.25967348809735,0.658266655747975
-1.2000000000000002,-4.709352359009191,-2.0583393550823366,0.749310708563685
-1.185,-4.738713935930898,-1.8564661085674201,0.8426907418117775
-1.1700000000000002,-4.765044762696473,-1.6542771886969339,0.9362882078401644
-1.155,-4.788341825370704,-1.4520032504101124,1.0277339347073289
-1.1400000000000001,-4.808605621196547,-1.2498817198859788,1.1145062686512848
-1.125,-4.8258402566852805,-1.0481563268009413,1.1940489853843899
-1.11,-4.840053538515281,-0.8470766133907555,1.2639012500773383
-1.095,-4.851257056899496,-0.6468974214094019,1.3218301337043623
-1.08,-4.859466261098983,-0.4478783581855876,1.3659553283233765
-1.0650000000000002,-4.864700526778674,-0.25028324309583144,1.3948559116341794
-1.05,-4.866983214922367,-0.0543795359070793,1.4076503182315598
-1.0350000000000001,-4.866341722046812,0.13956225140227516,1.40404295780122
-1.02,-4.8628075214803,0.33126915754636804,1.3843339197557571
-1.0050000000000001,-4.856416195499772,0.520466387531864,1.3493915615004755
-0.9900000000000002,-4.847207458153006,0.7068779386304946,1.30059109070192
-0.9750000000000001,-4.8352251686300605,0.8902272340192005,1.2397251331033186
-0.96,-4.820517335092256,1.0702377608819122,1.1688944108131052
-0.9450000000000003,-4.803136108919888,1.246633709100684,1.090387839874862
-0.9300000000000002,-4.783137769404256,1.419140605770637,1.0065615243862023
-0.915,-4.760582698989699,1.5874859395687957,0.9197253460903293
-0.8999999999999999,-4.735535349272473,1.7513997673774317,0.8320443042840299
-0.8850000000000002,-4.708064198092993,1.9106152933525664,0.7454597074267999
-0.8700000000000001,-4.678241698226518,2.064869407629617,0.6616330423540714
-0.855,-4.64614421839838,2.213903167789349,0.5819131246615147
-0.8399999999999999,-4.611851977642309,2.357462200694184,0.507325192459435
-0.8250000000000002,-4.575448974409374,2.4952969948499835,0.43857910309760734
-0.81,-4.53702291235435,2.6271630434009507,0.37609280775654863
-0.7949999999999999,-4.496665125420938,2.7528207843810275,0.32002681665796123
-0.7800000000000002,-4.4544705057764915,2.8720352668510922,0.2703253722186735
-0.7650000000000001,-4.410537439387921,2.98457544771151,0.22676042194418378
-0.75,-4.36496775568302,3.0902129926865287,0.18897511040088882
-0.7349999999999999,-4.31786669993044,3.188720414385424,0.15652427227710589
-0.7200000000000002,-4.269342939851702,3.279868328497124,0.12891020182252358
-0.7050000000000001,-4.2195086217321,3.363421544289402,0.10561271588319518
-0.69,-4.168479496129397,3.4391336266241064,0.086113162746156
-0.6750000000000003,-4.116375139398041,3.5067394744091342,0.0699125272728305
-0.6600000000000001,-4.063319304826376,3.565945359085144,0.056544136600470356
-0.645,-4.009440446289732,3.6164157671728274,0.045581688952444285
-0.6299999999999999,-3.9548724677807807,3.657756314979098,0.03664343054292744
-0.6150000000000002,-3.899755763363462,3.689491991290491,0.02939331730947734
-0.6000000000000001,-3.844238622584722,3.711040103434843,0.023539945414609912
-0.585,-3.7884790834316058,3.721677663007485,0.01883394122470556
-0.5700000000000003,-3.7326473137542355,3.7205037157555947,0.015064387998156615
-0.5550000000000002,-3.676928584912988,3.706398529447419,0.012054748302349944
-0.54,-3.6215268564703518,3.6779839007640738,0.009658629056504362
-0.5249999999999999,-3.566668901593723,3.6335924380410356,0.007755636730260597
-0.5100000000000002,-3.5126087490558553,3.5712587049532094,0.006247486912447099
-0.4950000000000001,-3.4596319788464465,3.48875132784205,0.005054465995605565
-0.48,-3.408059073921981,3.3836713878007383,0.004112292209883454
-0.4650000000000003,-3.3582466192252665,3.253645810738934,0.0033693868006912956
-0.4500000000000002,-3.310584727897604,3.0966400368274765,0.002784541434218997
-0.43500000000000005,-3.2654888299813907,2.911395323204515,0.0023249525089683175
-0.41999999999999993,-3.223384143831953,2.6979571628420924,0.001964584687425304
-0.40500000000000025,-3.1846820633801216,2.4582044878625853,0.001682822673259611
-0.3900000000000001,-3.1497494989098693,2.196231644165372,0.0014633704291212733
-0.375,-3.118874680017955,1.9184106040306124,0.0012933593913650508
-0.3600000000000003,-3.0922352779983324,1.6330067396952912,0.0011626308422841157
-0.3450000000000002,-3.069875744335904,1.349347866905966,0.0010631617696969867
-0.33000000000000007,-3.051699534392244,1.0767104396501894,0.000988607818209122
-0.31499999999999995,-3.037478430383797,0.8232046326420973,0.0009339410243791976
-0.30000000000000027,-3.0268767758954986,0.594941417772323,0.0008951637614452744
-0.28500000000000014,-3.019484942958483,0.3956486836835724,0.0008690836176433967
-0.27,-3.01485507677097,0.2267390405523615,0.0008531367735028222
-0.2549999999999999,-3.0125331709774077,0.08770375431530743,0.0008452498427486259
-0.2400000000000002,-3.012083874163425,-0.02334066600387489,0.0008437321347144308
-0.2250000000000001,-3.013106924258457,-0.10910345999595393,0.0008471919299363232
-0.20999999999999996,-3.0152459483630567,-0.17266098581085898,0.0008544716845041767
-0.19500000000000028,-3.0181913126603828,-0.2171240037853506,0.0008645981411509829
-0.18000000000000016,-3.0216789171019576,-0.24542683897562606,0.0008767441705302254
-0.16500000000000004,-3.0254865996798577,-0.2602148113187207,0.000890199834222312
-0.1499999999999999,-3.029429410103326,-0.2638014091804683,0.0009043506859016858
-0.13500000000000023,-3.0333546016234743,-0.2581697650155555,0.0009186617377259718
-0.1200000000000001,-3.037136852008155,-0.2449990353412644,0.000932665839496524
-0.10499999999999998,-3.0406739806649097,-0.22570242364206802,0.0009459554683297947
-0.0900000000000003,-3.0438832692878863,-0.20146859529512884,0.0009581771226153235
-0.07500000000000018,-3.046698398484862,-0.17330185472607715,0.0009690276689165355
-0.06000000000000005,-3.0490669627532094,-0.14205885717945524,0.0009782521145477745
-0.04499999999999993,-3.05094850484773,-0.10848111198319658,0.0009856423799850982
-0.03000000000000025,-3.0523130064876254,-0.07322339090082547,0.0009910367303689546
-0.015000000000000124,-3.0531397778707303,-0.03687861308737072,0.0009943195989736782
0.0,-3.0534166989165348,0.0,0.000995421601289114
0.01499999999999968,-3.0531397778707303,0.03687861308736955,0.0009943195989736782
0.029999999999999805,-3.052313006487626,0.07322339090082443,0.0009910367303689555
